FLG_202201;FLG_202202;FLG_202203;FLG_202204;FLG_202205;FLG_202206;DEEP_CHANNELS_202201;DEEP_CHANNELS_202202;DEEP_CHANNELS_202203;DEEP_CHANNELS_202204;DEEP_CHANNELS_202205;DEEP_CHANNELS_202206;DEEP_CARDS_202201;DEEP_CARDS_202202;DEEP_CARDS_202203;DEEP_CARDS_202204;DEEP_CARDS_202205;DEEP_CARDS_202206;DEEP_CHECKING_202201;DEEP_CHECKING_202202;DEEP_CHECKING_202203;DEEP_CHECKING_202204;DEEP_CHECKING_202205;DEEP_CHECKING_202206;DEEP_BILLS_202201;DEEP_BILLS_202202;DEEP_BILLS_202203;DEEP_BILLS_202204;DEEP_BILLS_202205;DEEP_BILLS_202206;DEEP_CREDIT_202201;DEEP_CREDIT_202202;DEEP_CREDIT_202203;DEEP_CREDIT_202204;DEEP_CREDIT_202205;DEEP_CREDIT_202206;DEEP_INVESTMENTS_202201;DEEP_INVESTMENTS_202202;DEEP_INVESTMENTS_202203;DEEP_INVESTMENTS_202204;DEEP_INVESTMENTS_202205;DEEP_INVESTMENTS_202206;DEEP_PAYMENTS_202201;DEEP_PAYMENTS_202202;DEEP_PAYMENTS_202203;DEEP_PAYMENTS_202204;DEEP_PAYMENTS_202205;DEEP_PAYMENTS_202206;DEEP_PIX_202201;DEEP_PIX_202202;DEEP_PIX_202203;DEEP_PIX_202204;DEEP_PIX_202205;DEEP_PIX_202206;AMP_202201;AMP_202202;AMP_202203;AMP_202204;AMP_202205;AMP_202206;NUM_TRANSACTIONS_202201;NUM_TRANSACTIONS_202202;NUM_TRANSACTIONS_202203;NUM_TRANSACTIONS_202204;NUM_TRANSACTIONS_202205;NUM_TRANSACTIONS_202206
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;6;0;4;4;2;6;84;2;0;0;2;2;0;2;0;0;0;0;0;0;0;0;0;2;6;8;30;4;10;56;72;54;3;2;4;4;4;4;36;8;16;66;168;66
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;2;8;8;10;6;8;6;1;2;1;2;1;2;8;10;10;8;8;8
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;20;10;10;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;90;90;0;0;40;50;3;2;1;1;2;2;120;110;10;20;50;60
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;20;4;24;16;32;8;0;0;4;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;8;12;8;12;4;4;12;20;24;28;3;3;4;3;4;3;40;24;48;48;72;48
1;1;1;1;1;1;0;0;0;0;0;0;4;0;0;0;0;0;4;8;0;4;24;24;20;28;32;28;24;12;4;4;0;0;0;0;0;0;32;20;0;0;0;4;8;8;4;4;72;164;212;168;164;164;5;5;4;5;4;4;104;208;284;228;216;204
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;40;8;8;0;32;8;0;0;16;8;16;40;0;0;0;0;0;0;0;0;0;0;0;0;16;8;24;24;24;24;8;40;48;64;64;32;3;3;4;3;4;4;64;56;96;96;136;104
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;12;4;4;2;4;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;6;2;2;3;2;3;2;2;3;14;4;8;14;14;8
1;1;1;1;1;1;0;0;0;0;0;0;0;2;2;2;2;2;0;0;0;2;0;0;2;4;0;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;6;4;12;20;12;14;34;30;42;34;92;86;3;4;3;5;4;4;42;40;56;64;110;106
1;1;1;1;1;1;0;0;0;0;0;0;4;0;0;0;0;2;4;0;6;0;4;6;4;2;4;0;26;4;0;0;0;0;0;0;0;0;0;0;6;14;8;0;0;2;6;2;10;14;22;26;16;16;5;2;3;2;5;6;30;16;32;28;58;44
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;2;0;0;2;2;4;2;0;0;4;2;6;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8;4;4;2;6;14;26;40;36;18;14;4;4;4;5;3;2;26;38;54;48;22;20
1;1;1;1;1;1;0;0;0;0;0;0;2;2;2;2;2;0;0;2;0;0;0;2;2;0;6;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;12;12;14;2;2;4;3;3;3;4;4;12;16;16;18
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;14;12;12;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;2;8;6;4;2;2;2;2;2;2;6;22;14;20;16;12
1;1;1;1;1;1;0;0;0;0;0;0;0;2;0;0;0;2;4;0;8;4;14;0;6;6;2;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;8;6;8;8;22;14;12;36;4;4;4;4;4;4;24;22;38;26;38;46
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4;4;12;8;16;28;16;32;12;16;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;24;8;4;4;4;28;48;24;16;20;16;4;4;4;4;4;4;60;96;60;52;44;56
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;4;0;0;8;4;10;6;12;8;0;0;0;0;0;0;22;10;34;28;18;32;16;12;14;6;8;2;30;46;64;58;50;30;5;5;5;5;4;4;78;74;124;102;88;72
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;2;0;10;6;8;2;6;10;0;0;0;0;0;0;0;0;0;0;0;0;4;14;16;14;10;12;46;76;60;38;40;42;3;4;3;3;4;3;60;102;84;54;58;64
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;6;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;20;8;20;14;26;0;1;1;2;3;2;0;20;8;26;18;30;0
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;4;2;2;8;8;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;10;0;6;4;24;34;26;18;20;18;3;3;4;3;3;3;30;38;40;28;34;24
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;6;6;6;12;0;0;0;0;6;0;0;0;0;0;0;0;0;0;18;24;18;30;24;18;78;126;144;162;1;1;3;3;5;3;24;18;102;156;180;204
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;2;4;0;0;0;2;0;0;0;2;8;0;2;4;0;0;0;0;0;2;2;0;0;0;0;0;0;4;4;4;4;4;4;24;32;42;22;26;42;3;3;3;4;5;3;30;44;48;30;40;48
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;6;4;8;2;0;2;0;18;6;4;1;3;2;2;3;2;2;16;8;22;20;6
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;10;0;0;0;2;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;4;4;6;2;2;2;0;2;2;2;0;2;1;4;5;3;1;4;4;10;22;14;2
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;10;6;6;6;8;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;0;2;20;16;28;80;30;38;3;3;3;3;3;3;28;30;38;90;38;48
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;15;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;5;10;0;0;0;0;40;30;45;40;35;25;3;4;2;2;1;1;50;50;60;45;35;25
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;4;4;12;10;18;38;18;2;6;2;2;1;2;3;3;12;22;38;22;8;20
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;2;0;0;8;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;6;10;20;12;16;18;2;3;3;1;3;2;8;22;24;12;20;20
1;1;1;1;1;1;0;0;0;0;0;0;0;2;2;2;2;2;14;12;18;8;18;0;4;2;2;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;2;0;8;14;20;18;10;28;6;4;4;5;5;4;4;36;36;42;24;50;20
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;80;40;44;16;52;28;1;1;2;2;2;1;80;40;48;20;56;28
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;10;4;8;8;6;8;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;2;68;20;68;50;64;78;4;3;2;3;3;3;82;26;76;60;72;88
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;4;0;0;0;0;12;0;0;2;0;0;0;0;0;0;8;0;20;16;4;0;0;0;0;4;2;0;8;18;56;38;10;14;3;1;4;4;3;2;18;18;92;62;16;16
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;14;0;4;0;26;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;36;24;66;4;30;40;10;24;22;12;16;8;3;3;4;3;3;3;50;50;116;20;60;52
