FLG_202201;FLG_202202;FLG_202203;FLG_202204;FLG_202205;FLG_202206;DEEP_CHANNELS_202201;DEEP_CHANNELS_202202;DEEP_CHANNELS_202203;DEEP_CHANNELS_202204;DEEP_CHANNELS_202205;DEEP_CHANNELS_202206;DEEP_CARDS_202201;DEEP_CARDS_202202;DEEP_CARDS_202203;DEEP_CARDS_202204;DEEP_CARDS_202205;DEEP_CARDS_202206;DEEP_CHECKING_202201;DEEP_CHECKING_202202;DEEP_CHECKING_202203;DEEP_CHECKING_202204;DEEP_CHECKING_202205;DEEP_CHECKING_202206;DEEP_BILLS_202201;DEEP_BILLS_202202;DEEP_BILLS_202203;DEEP_BILLS_202204;DEEP_BILLS_202205;DEEP_BILLS_202206;DEEP_CREDIT_202201;DEEP_CREDIT_202202;DEEP_CREDIT_202203;DEEP_CREDIT_202204;DEEP_CREDIT_202205;DEEP_CREDIT_202206;DEEP_INVESTMENTS_202201;DEEP_INVESTMENTS_202202;DEEP_INVESTMENTS_202203;DEEP_INVESTMENTS_202204;DEEP_INVESTMENTS_202205;DEEP_INVESTMENTS_202206;DEEP_PAYMENTS_202201;DEEP_PAYMENTS_202202;DEEP_PAYMENTS_202203;DEEP_PAYMENTS_202204;DEEP_PAYMENTS_202205;DEEP_PAYMENTS_202206;DEEP_PIX_202201;DEEP_PIX_202202;DEEP_PIX_202203;DEEP_PIX_202204;DEEP_PIX_202205;DEEP_PIX_202206;AMP_202201;AMP_202202;AMP_202203;AMP_202204;AMP_202205;AMP_202206;NUM_TRANSACTIONS_202201;NUM_TRANSACTIONS_202202;NUM_TRANSACTIONS_202203;NUM_TRANSACTIONS_202204;NUM_TRANSACTIONS_202205;NUM_TRANSACTIONS_202206
1;1;1;1;1;1;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;8;8;8;0;28;12;36;16;18;10;2;2;3;3;4;1;36;14;46;26;30;10
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;10;0;1;0;0;0;4;0;0;1;2;3;5;2;1;4;3;1;5;2;3;4;4;3;21;4;3;8
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;4;6;10;0;2;4;2;8;2;4;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;6;0;0;0;14;28;32;40;26;20;3;3;5;3;2;3;22;34;54;52;30;26
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;8;4;4;10;10;4;0;0;0;0;0;0;0;0;0;0;0;0;8;10;8;10;8;2;10;10;8;8;14;10;3;4;3;3;3;3;26;26;20;28;32;16
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;4;2;2;2
1;1;1;1;1;1;0;0;0;0;0;0;2;2;2;2;2;0;0;0;0;0;0;0;0;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;2;12;4;4;6;2;3;3;4;2;1;6;6;18;10;6;6
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;4;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;6;8;8;28;26;24;38;28;22;3;3;2;3;3;3;40;36;28;48;38;32
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;4;0;2;0;2;0;0;0;0;0;0;4;0;2;0;0;0;2;4;2;0;0;0;18;16;4;4;4;0;4;4;3;2;1;1;26;26;8;6;4;2
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;6;2;10;2;6;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;6;6;2;100;86;154;154;104;76;4;2;3;4;3;3;110;88;166;164;116;84
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;8;6;8;4;8;4;0;14;4;6;3;2;1;2;2;2;20;10;8;20;12;10
