ACCOUNT_NUM;FLG_202201;FLG_202202;FLG_202203;FLG_202204;FLG_202205;FLG_202206;DEEP_CHANNELS_202201;DEEP_CHANNELS_202202;DEEP_CHANNELS_202203;DEEP_CHANNELS_202204;DEEP_CHANNELS_202205;DEEP_CHANNELS_202206;DEEP_CARDS_202201;DEEP_CARDS_202202;DEEP_CARDS_202203;DEEP_CARDS_202204;DEEP_CARDS_202205;DEEP_CARDS_202206;DEEP_CHECKING_202201;DEEP_CHECKING_202202;DEEP_CHECKING_202203;DEEP_CHECKING_202204;DEEP_CHECKING_202205;DEEP_CHECKING_202206;DEEP_BILLS_202201;DEEP_BILLS_202202;DEEP_BILLS_202203;DEEP_BILLS_202204;DEEP_BILLS_202205;DEEP_BILLS_202206;DEEP_CREDIT_202201;DEEP_CREDIT_202202;DEEP_CREDIT_202203;DEEP_CREDIT_202204;DEEP_CREDIT_202205;DEEP_CREDIT_202206;DEEP_INVESTMENTS_202201;DEEP_INVESTMENTS_202202;DEEP_INVESTMENTS_202203;DEEP_INVESTMENTS_202204;DEEP_INVESTMENTS_202205;DEEP_INVESTMENTS_202206;DEEP_PAYMENTS_202201;DEEP_PAYMENTS_202202;DEEP_PAYMENTS_202203;DEEP_PAYMENTS_202204;DEEP_PAYMENTS_202205;DEEP_PAYMENTS_202206;DEEP_PIX_202201;DEEP_PIX_202202;DEEP_PIX_202203;DEEP_PIX_202204;DEEP_PIX_202205;DEEP_PIX_202206;AMP_202201;AMP_202202;AMP_202203;AMP_202204;AMP_202205;AMP_202206
559;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;8;8;0;8;0;0;8;8
171;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;2;2;2;4;2;2;2;2;2
359;1;1;1;1;1;1;0;0;0;0;0;0;4;4;4;4;4;4;4;0;0;4;0;36;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;12;4;20;8;8;48;52;68;28;80;108;64;68;76;60;92;156
807;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;4;22;12;4;6;6;10;8;4;10;8;6;18;32;16;14;18
744;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;16;20;16;8;16;0;4;4;4;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;24;44;8;16;0;24;68;92;56;28;28;28;112;160;84;60;48
17;1;1;1;1;1;1;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;0;0;0;2;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;2;4;2;8;8;10;10;4;10;16;12;14;14;12;18
835;1;1;0;1;1;1;0;0;0;0;0;0;2;2;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;0;6;16;20;6;10;0;8;18;22
202;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;6;36;0;6;12;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;6;0;0;0;0;0;0;0;6;6;36;30;18;12
381;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;18;6;0;0;0;68;62;20;44;0;0;74;82;32;48;0;0
418;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;6;6;6;18;6;24;12;18;18;42;48;36;18;24;24;60;54
603;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;8;6;8;4;2;4;8;6;8;4
562;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2
883;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;14;0;22;6;6;2;14;0;28;6;6
25;1;1;1;1;1;1;0;0;0;0;0;0;2;2;2;2;2;2;4;2;2;6;0;0;0;6;6;0;4;4;2;0;0;0;0;0;14;6;8;8;8;4;4;2;4;2;2;4;42;28;30;56;94;130;68;46;52;74;110;144
52;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;6;24;108;114;180;216;246;24;114;120;186;216;258
338;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;4;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;2;0;16;20;8;14;14;0;22;28;16;30;20
962;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;24;0;0;0;0;0;28;0;0;0;0;0
710;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;28;150;0;0;0;0;28;152
458;1;1;1;1;1;1;0;0;0;0;0;0;2;2;2;2;2;2;2;0;6;4;2;2;2;2;6;6;8;2;2;0;0;0;0;0;0;0;0;0;0;0;2;2;2;4;6;2;40;10;14;26;36;34;50;16;30;42;54;42
995;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;6;4;6;4;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;8;8;12;10;30;16;16;12;18;14;36;24
415;1;0;1;1;1;1;0;0;0;0;0;0;0;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;2;6;10;10;16;0;4;8;10;12
598;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;24;38;2;30;0;0;28;40;2;32
978;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;2;14;16;12;4;4;2;14;16;12
309;1;1;1;1;1;1;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;0;0;0;10;0;4;6;2;4;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;2;10;0;18;46;38;72;48;20;34;52;48;82;62;26
576;1;1;1;1;1;1;0;0;0;0;0;0;4;4;4;8;0;4;4;8;8;0;4;4;16;8;16;12;0;4;0;0;0;0;0;0;0;0;0;0;0;0;44;64;60;80;4;40;88;48;68;64;28;40;156;132;156;164;36;92
369;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;4;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;30;6;12;28;14;8;32;12;18;34;16;12
483;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;8;8;0;4;0;2;8;8;0;6;0;2
531;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;0;0;0;2;2;4;0;0
686;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;4;2;8;0;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;2;0;44;74;90;174;152;68;54;80;98;178;164;68
595;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;42;36;18;0;0;6;48;36;18
621;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;12;12;12;16;16;12;68;76;52;68;52;64;84;92;68;92;72;84
414;1;1;1;1;1;1;0;0;0;0;0;0;0;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;22;0;26;28;16;0;0;0;0;0;0;44;26;20;34;40;42;46;50;22;62;70;60
798;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;4;14;16;24;20;38;18;18;22;28;22;38;22
735;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;8;2;34;16;30;12;18;16;34;20;32;12;26;18
86;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;6;4;10;10;4;4;6;4;12;10;4;4
45;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;14;32;34;0;0;18;14;32;34;0
337;1;1;1;1;1;1;0;0;0;0;0;0;2;0;2;2;2;2;0;0;0;0;0;0;2;0;4;0;0;0;2;2;2;0;0;0;0;0;0;0;4;0;4;0;6;8;4;0;52;16;92;38;16;2;62;18;106;48;26;4
817;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;6;2;6;2;24;26;32;22;20;20;30;32;38;26;26;22
735;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;4;6;2;0;0;0;0;0;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;4;2;44;34;22;74;42;8;46;40;30;84;54;10
208;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;0;0;0;10;10;40;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;290;310;280;380;370;370;300;330;320;430;370;380
905;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;2;2;0;2;2;2;4;6;4;4;2;4;6;8;4
347;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;2;2;0;0;0;16;8;8;2;0;0;20;10;12;2;0;0
91;1;1;1;1;1;1;0;0;0;0;0;0;2;2;0;2;2;0;0;0;0;0;0;0;0;4;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2;4;2;0;16;22;20;22;16;12;20;34;24;30;20;14
724;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;10;2
911;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;10
719;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;2;4;4;4;2;4;2;2;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;78;38;92;110;100;72;90;44;100;116;108;76
3;1;1;1;1;1;1;0;0;0;0;0;0;5;5;0;0;0;0;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;20;25;45;35;15;55;35;35;50;35;15;55
5;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;8;8;2;0;18;14;24;42;20;14;30;22;36;58;22;14
978;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;10;20;48;12;32;22;10;24;48;14;36;26
602;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;10;6;8;6;14;6;10;6;10;10;14
556;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
427;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;10;10
398;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4;4;4;8;4;12;4;4;4;8;4
20;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;26;2;0;0;0;4;26;2
347;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;14;16;0;0;0;12;14;16
874;1;1;1;1;1;1;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;18;6;6;6;2;2;20;12;8;12;4;4
757;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;2;0;2;4;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;30;8;10;2;0;0;40;10;12;4;0;2
208;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;10;8;16;0;8;0;16;8;16;0
249;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;14;4;2;4;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;2;2;0;0;6;2;20;8;4;4;10;2
822;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;6;4;4;6;6;2;8;6;4
615;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;4;20;12;8;0;0;4;20;12
388;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;0;0;0;2;2;4;0;0
922;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;6;6;2;0;0;0;4;4;0;0;4;0;20;20;14;28;22;30;30;32;18;28;28;30
427;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;6;6;4;0;0;0;0;0;0;0;0;0;0;0;0;4;2;4;2;4;0;30;18;38;36;62;22;40;20;44;44;72;26
821;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;0;0;2;0;0;2;0;2;0;0;0;0;0;0;4;2;4;2;4;2;22;58;68;66;38;34;28;64;74;72;42;38
660;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;2;2;0;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;4;2;14;24;28;24;28;50;18;26;36;28;38;54
301;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;24;8;12;8;8;12;32;12;12;8;8
298;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;10;10;6;10;2;2;4;4;10;14;12;10;14;14;16;24;16
275;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2;6;6;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;4;30;22;18;24;36;44;44;24;24;30;46;48
718;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;0;0;10;5;15;10;0;0
705;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;10;0;4;0;6;18;12;12;4;2;14;26;26;14;12;2
403;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;2;2;6;0;0;0;0;0;0;0;0;0;0;0;0;12;0;2;2;0;10;14;24;22;16;8;38;34;24;24;20;10;54
64;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;4;0;0;0;36;38;26;2;2;2;40;40;30
641;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
466;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;18;22;18;20;26;12;18;22;18;20;26
946;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;8;0;0;0;6;4;8
367;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;4;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;0;2;0;4;4;32;26;6;24;16;12;38;32;12;28
785;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;14;10;12;14;24;12;14;10;12;14;26;14
13;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;24;28;20;30;62;16;26;30;20;30;64;18
919;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;32;58;56;56;22;46;32;62;58;58;24;66
744;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;20;14;0;0;0;0;22;14
923;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;12;12;6;10;4;8;12;12;6;10
161;1;1;1;1;1;1;0;0;0;0;0;0;3;3;3;3;3;3;6;6;9;9;6;18;3;3;3;3;3;3;0;0;0;3;0;0;0;0;0;0;0;0;15;15;12;12;12;15;96;84;48;60;78;90;123;111;75;90;102;129
674;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;150;138;90;144;168;192;156;150;96;156;174;198
55;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;8;2;4;8;4;14;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10;10;30;18;32;16;12;14;38;22;48
978;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;14;26;18;0;0;0;14;28;20
398;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4
539;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;6;4;4;14;6;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;4;2;2;0;4;2;6;0;12;6;12;12;14;8;30;12
192;1;1;1;1;1;0;0;0;0;0;0;0;4;4;6;4;8;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;10;14;4;0;6;4;16;20;12;0
272;1;1;1;1;0;1;0;0;0;0;0;0;2;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;22;18;26;0;14;8;24;18;28;0;16
436;1;1;1;1;1;1;0;0;0;0;0;0;0;0;4;4;4;4;0;0;0;4;8;36;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;16;0;0;0;4;4;0;20;20;28;60;112;108;268;20;28;68;124;136;336
664;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;16;12;12;4;4;0;120;148;124;36;8;0;140;164;140;40
435;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2;4;2
700;1;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;26;36;0;0;0;0;38;40;0;0;0;0
331;1;1;1;1;1;0;0;0;0;0;0;0;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;4;8;4;8;0;20;8;12;8;8;0
821;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;10;6;8;8;14;4;10;6;8;8;14
997;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0;4;0;0;2;8;0;4
459;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;10;0;2;0;0;0;0;0;2;8;0;0;12;0;4;8;0;0;24;0
616;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;24;54;78;30;42;24;18;24;12;12;12;18;0;0;0;0;0;0;0;0;0;0;0;0;18;24;36;36;30;36;138;162;306;414;264;210;198;264;432;492;348;288
466;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;6;0;42;28;46;60;64;70;50;32;46;60;72;72
866;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;6;6;0;0;0;0;0;0;0;0;0;0;0;0;12;12;6;12;6;24;174;150;120;192;180;168;186;162;126;222;192;198
584;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;13;5;11;13;6;4;13;6;11;13;6
198;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;12;0;8;0;0;4;12;4;16
625;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;22;52;2;18;70;4;24;54;2;18;76
889;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;30;38;40;44;40;28;30;38;40;44;40
74;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;4;4;2;4;0;0;4;4
574;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;2;2;2;4;2;2;2;2;2
