ACCOUNT_NUM;FLG_202201;FLG_202202;FLG_202203;FLG_202204;FLG_202205;FLG_202206;DEEP_CHANNELS_202201;DEEP_CHANNELS_202202;DEEP_CHANNELS_202203;DEEP_CHANNELS_202204;DEEP_CHANNELS_202205;DEEP_CHANNELS_202206;DEEP_CARDS_202201;DEEP_CARDS_202202;DEEP_CARDS_202203;DEEP_CARDS_202204;DEEP_CARDS_202205;DEEP_CARDS_202206;DEEP_CHECKING_202201;DEEP_CHECKING_202202;DEEP_CHECKING_202203;DEEP_CHECKING_202204;DEEP_CHECKING_202205;DEEP_CHECKING_202206;DEEP_BILLS_202201;DEEP_BILLS_202202;DEEP_BILLS_202203;DEEP_BILLS_202204;DEEP_BILLS_202205;DEEP_BILLS_202206;DEEP_CREDIT_202201;DEEP_CREDIT_202202;DEEP_CREDIT_202203;DEEP_CREDIT_202204;DEEP_CREDIT_202205;DEEP_CREDIT_202206;DEEP_INVESTMENTS_202201;DEEP_INVESTMENTS_202202;DEEP_INVESTMENTS_202203;DEEP_INVESTMENTS_202204;DEEP_INVESTMENTS_202205;DEEP_INVESTMENTS_202206;DEEP_PAYMENTS_202201;DEEP_PAYMENTS_202202;DEEP_PAYMENTS_202203;DEEP_PAYMENTS_202204;DEEP_PAYMENTS_202205;DEEP_PAYMENTS_202206;DEEP_PIX_202201;DEEP_PIX_202202;DEEP_PIX_202203;DEEP_PIX_202204;DEEP_PIX_202205;DEEP_PIX_202206;AMP_202201;AMP_202202;AMP_202203;AMP_202204;AMP_202205;AMP_202206
497;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;10;4;2;2;2;6;10;4;2;2;2
337;1;1;1;1;1;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;4;2;6;0;0;0;0;0;0;0;0;0;0;0;2;6;4;0;4;2;4;52;28;38;58;70;72;58;34;40;66;74;84
709;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;4;4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;10;40;36;14;30;20;12;44;40;18;32
605;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;2;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;10;8;0;0;8;6;0;0;0;0;0;0;12;12;0;0;12;8
959;1;1;1;1;1;1;0;0;0;0;0;0;0;2;0;2;2;2;0;0;0;0;0;0;0;4;4;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;2;8;10;22;38;56;34;10;16;30;42;62;38
485;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;12;14;20;4;10;18;12;18;22;4;10;22
322;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;3;1
577;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;0;4;4
438;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;20;32;16;24;18;34;20;32;16;24;18
960;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0
448;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;24;24;8;16;24;8;24;24;8;16;24
385;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;2;2;6;4;4;4;2;2;6
624;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;4;2
636;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;4;0;0;0;8;6;4
584;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;32;36;2;4;2;2;34;36;2;4;2;2
728;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;2;0;0;0;2;8;2;0;0;0
974;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;0;0;0;4;2;2
529;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;4;2;2;0;0;0;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;6;2;0;0;26;6;10;2;2;4;46;24;24
544;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;22;14;32;28;12;8;22;18;34;30
212;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;4;0;0
583;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;6;10;2;0;0;2;6;12;2
445;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;4;4;6;4;8;4;4;4;8;4
513;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;28;32;56;102;62;8;28;32;56;102;62
555;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;6;3;6;3;6;3;6;3;6;3
540;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0
236;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;2;2;0;0;0;0;0;0;0;0;0;0;2;4;8;4;0;4;2;0;2;26;40;30;34;48;32;34;42;36;40;54;42
755;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;4;4;8;0;0;0;0;0;0;0;0;0;0;0;0;16;24;28;24;20;24;32;52;64;92;80;68;48;84;100;120;104;100
734;1;1;1;1;1;1;0;0;0;0;0;0;2;2;0;0;2;0;0;0;0;0;0;0;0;8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;4;2;0;0;18;4;22;38;8;18;32;16;26;40;12;18
620;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;2;2;6;2;14;18;14;12;8;2;14;20;16;14
421;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;6
589;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;0;4;0;48;32;10;10;32;34;52;38;12;10;36;34
572;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;2;42;6;20;34;48;70;44;6;20;36;52;74
467;1;1;1;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;32;32;10;2;0;16;32;34;10;2;0
75;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;4;4;8;2;0;0;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;2;76;94;108;134;150;100;84;100;112;144;158;104
900;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;52;8;16;0;0;0;76;8;16
428;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;16;22;0;0;0;14;100;84;0;0;0;20;116;106
538;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;16;40;68;48;6;74;20;42;70;48;6
463;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;19;22;8;32;35;23;20;26;9;33;35;23
819;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;36;18;24;24;24;6;36;30;24;24;24;6
931;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;6;10;4;4;4;2;6;10;4;4
755;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;6;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;8;2;2
546;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;2;22;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;12;4;18;20;22;6;28;6;20;42;24;6
495;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;6;0;0;0;0;6;36;6;24;18;0;90;102;108;138;138;30;96;144;114;162;168;30
49;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;12;6;6;0;0;36;54;108;30;90;36;48;72;114;36;90;36
749;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;6;2;8;6;4;6;14;8;10;8;6;6;20;10
453;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;6;2;4;4;2;2;8;2;4;4;2;2
736;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1
55;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;18;0;0;0;0;0;27;0;0;0;0;0
419;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;8;2;2;2;2;2;8
100;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4
461;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;2;4;6;4;0;0;0;0;0;0;0;0;6;0;2;0;8;4;0;2;4;2;52;50;28;34;50;44;64;58;36;40;62;50
654;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;4;4;8;4;2;2;16;26;16;24;40;64;22;30;26;30;44;68
111;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;4;2;4;2;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;6;4;6;8;4;0;20;34;60;36;32;36;30;42;70;48;38;46
573;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;10;6;4;10;6;8;50;38;26;56;28;52;62;46;32;66;38;60
863;1;1;1;1;1;1;0;0;0;0;0;0;0;2;2;2;2;2;0;0;0;2;0;0;0;4;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;6;0;6;18;32;36;24;38;6;26;36;44;34;42
528;1;1;1;1;1;1;0;0;0;0;0;0;0;2;4;2;2;2;0;0;0;0;0;0;0;6;4;4;6;4;0;2;0;0;2;0;0;0;0;0;0;0;14;12;10;18;10;28;34;88;28;74;86;120;48;110;46;98;106;154
312;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;6;6;30;48;30;48;6;24;30;48;30;48
288;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;48;6;15;12;6;6;60;6;18;12;6;6
755;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;0;0;4;0;0
458;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;12;8;4;12;8;8;12;8;4;12
158;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;8;14;6;4;10;8;16;12;14;12;14;12;26;26;22;16;24;22
326;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0;2;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;6;10;10;4;10;8;12;28;22;18;24;16;18;38;34;24;40;32
505;1;0;0;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;12;0;0;6;0;0;60;0;0
477;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;8;2;2;2;0;0;8;8;0;4;4;0;20;10;6;26;8;6;36;20;8;32;14;10
374;1;1;1;1;1;1;0;0;0;0;0;0;0;0;4;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;4;16;36;12;16;16;8;16;40;16
648;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;56;142;76;120;150;68;56;142;80;120;150
514;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2
544;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;8;16;12;8;12;12;16;48;28;40;32;44;28;64;44;52;48;60
233;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;20;0;24;24;4;16;48;32;48;44;52;24;76;32;76;68;56
626;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;16;6;12;12;18;20;16;8;16;20;20;22
566;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;56;20;0;4;0;2;68;20;0;4;0;2
5;1;1;1;1;1;1;0;0;0;0;0;0;2;2;2;2;0;2;0;0;4;2;2;2;2;14;24;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;10;18;20;16;16;18;18;16;60;56;56;32;32;50;110;82;80;60
607;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4;0;2;4;2;4
847;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;34;76;60;42;36;24;36;80;60;44;38;24
994;1;1;1;1;1;1;0;0;0;0;0;0;2;2;4;2;6;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;2;16;12;0;4;4;6;18;20;8
115;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;18;22;56;62;72;8;18;22;56;64;78
407;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;8;30;4;0;0;0;8;36;4
960;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;8;0;4;8;20;0;0;0;4;8;8;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;0;0;4;8;0;8;16;36
806;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;88;104;104;136;72;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;120;88;80;88;144;160;224;192;216;160;248
390;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;6;0;0;2;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;4;4;0;0;0;0;0;2;2;4;6;4;12;8;2
749;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2;8;6;4;80;56;68;52;112;74;82;62;72;60;118;80
840;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;2;2;4;10;26;12;2;4;6;12;26;14
741;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;12;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;66;64;118;72;62;114;68;66;122;72;74;114
457;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;0;6;6;6;4;6;8;6;8;8;4;8;8
996;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;18;44;44;0;0;0;20;46;44
146;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;4;16;4;0;8;4;4;16;4;0
747;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2
686;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;4;4
366;1;1;1;1;1;1;0;0;0;0;0;0;0;6;0;0;0;0;60;24;24;12;30;6;30;30;6;30;12;6;0;0;0;0;0;0;0;0;0;0;0;0;48;24;30;54;30;54;228;132;102;174;138;204;366;216;162;270;210;270
827;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;24;12;30;24;36;0;0;0;6;0;0;0;0;0;0;0;0;0;36;12;0;12;24;18;96;102;150;342;288;30;156;126;186;378;348
722;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;2;0;40;16;12;90;110;106;40;18;14;96;112;108
593;1;1;1;1;1;1;0;0;0;0;0;0;2;2;0;2;2;2;0;0;0;0;0;0;10;14;12;10;12;10;0;0;0;0;0;2;0;0;0;0;0;0;28;26;28;28;34;24;138;142;152;186;166;150;178;184;192;226;214;188
327;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;2;0;6;6;2;2;6;10;0;0;0;0;0;0;0;0;0;0;0;0;10;10;14;16;16;18;54;50;82;108;142;48;70;70;98;128;166;76
648;1;1;1;1;1;1;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;20;16;24;54;74;128;22;16;24;54;76;130
60;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;6;6;2;0;26;74;70;16;34;6;34;80;78;22;36;6
155;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;8;10;4;6;4;6;8;10;4;6
370;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2;2;2;2;2;6;2;2;2;2
263;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;2;3;1;0;0;0;0;3;6;9;2;3;5;22;27;16;28;5;8;31;36;25;30
616;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;80;68;50;66;56;50;80;70;52;72;56;50
259;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;38;28;24;62;56;38;38;28;24;68;64;38
309;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;20;6;6;6;2;10;20;6;6;6;2;18
226;0;1;1;1;1;1;0;0;0;0;0;0;0;0;6;6;0;6;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;18;48;60;0;0;12;24;72;60;6
480;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;4;4;4;2;6;6;4;4;4;2
177;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;16;8;4;4;2;0;16;8;4
573;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2
4;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;8;4;4;8;8;0;0;0;0;0;0;0;0;0;0;0;0;20;20;20;16;16;12;44;52;120;104;104;112;68;80;144;124;128;136
581;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;16;18;14;38;56;50;32;54;82;48;74;62;52;74;98
554;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;4;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;16;0;0;4;0;0;0;0;0;2;6;6;18;0;2;10
