oid_usuario;oid_conta;num_conta;nom_transacao;NUM_ANO_MES;qtd_transacao
1508256;1980407;9148;Convênios;202205;6
6737682;6537470;22250;Pagamentos;202203;30
1508256;1980407;9148;Pagamentos;202205;10
1508256;1980407;9148;Pagamentos;202204;10
1498240;1510876;1376;Pagamentos;202202;12
7056907;5517258;18503;Pagamentos;202202;2
5870575;1564981;3735;Pagamentos;202204;10
1508256;1980407;9148;Pagamentos;202202;8
6737682;6537470;22250;Pagamentos;202201;10
2011495;2004812;9237;Pagamentos;202206;4
5870575;1564981;3735;Conta Corrente;202205;6
2038129;3833456;14168;Cartões;202201;4
1498240;1510876;1376;Convênios;202201;2
4756627;6266350;21105;Pagamentos;202206;2
6974760;4528518;15563;Pagamentos;202203;2
4007154;1554591;3310;Pagamentos;202205;2
6737682;6537470;22250;Cartões;202202;2
2038129;3833456;14168;Pagamentos;202203;4
3845343;1509390;1848;PIX;202205;6
7056907;5517258;18503;PIX;202203;52
4756627;6266350;21105;PIX;202205;26
1547019;1867682;4960;PIX;202205;2
6737682;6537470;22250;PIX;202204;32
4756627;6266350;21105;PIX;202203;16
4007154;1554591;3310;PIX;202201;2
4007154;1554591;3310;PIX;202202;2
1891997;1562408;4243;PIX;202206;4
1555445;3934758;14230;PIX;202203;6
4119722;2527780;11347;PIX;202202;2
6974760;4528518;15563;PIX;202203;12
2603461;4838756;16276;PIX;202205;4
2038129;3833456;14168;PIX;202201;4
2038129;3833456;14168;PIX;202205;48
5870575;1564981;3735;PIX;202205;2
4756627;6266350;21105;PIX;202204;20
4756627;6266350;21105;PIX;202201;24
2603461;4838756;16276;PIX;202206;4
6737682;6537470;22250;PIX;202203;60
1558085;1556141;3972;PIX;202206;24
1555445;3934758;14230;PIX;202205;2
1555445;3934758;14230;PIX;202202;6
1558085;1556141;3972;PIX;202201;6
1558085;1556141;3972;PIX;202202;3
1508256;1980407;9148;PIX;202201;2
1508256;1980407;9148;PIX;202206;24
4756627;6266350;21105;PIX;202202;16
5103602;1578506;6505;PIX;202204;2
6737682;6537470;22250;PIX;202202;38
3845343;1509390;1848;PIX;202206;4
1572809;1681281;1295;PIX;202205;18
1572809;1681281;1295;PIX;202204;18
1690902;1552206;159;Convênios;202203;4
1544369;2539542;11029;Cartões;202204;4
2616231;2164618;9792;Pagamentos;202202;8
2213537;5269385;17582;Convênios;202201;1
2213537;5269385;17582;Pagamentos;202206;3
5588681;6486310;22535;Pagamentos;202204;4
6996403;6571892;22900;Conta Corrente;202203;5
5588681;6486310;22535;Pagamentos;202201;2
7097278;1627744;1392;Pagamentos;202201;2
1631632;1922860;8591;Cartões;202203;8
1952269;1966278;7595;Pagamentos;202202;6
1631632;1922860;8591;Convênios;202205;4
1999476;1586090;4995;Pagamentos;202205;4
2616231;2164618;9792;Pagamentos;202204;20
1690902;1552206;159;Convênios;202205;4
1580892;1573841;6238;Pagamentos;202201;2
2213537;5269385;17582;Pagamentos;202203;4
1999476;1586090;4995;Pagamentos;202203;2
1567719;3174458;12521;Pagamentos;202206;4
1631632;1922860;8591;Conta Corrente;202204;12
3316116;1502923;1872;Conta Corrente;202204;4
2213537;5269385;17582;Convênios;202203;1
2616231;2164618;9792;Pagamentos;202205;8
1491303;1610692;7404;Cartões;202204;2
7097278;1627744;1392;Pagamentos;202205;2
3316116;1502923;1872;Pagamentos;202201;2
1609882;1517317;1996;Conta Corrente;202203;12
1506720;1643426;5142;Conta Corrente;202202;20
6996403;6571892;22900;Pagamentos;202201;5
6996403;6571892;22900;Cartões;202202;5
1631632;1922860;8591;Conta Corrente;202206;12
1952269;1966278;7595;Convênios;202206;2
2213537;5269385;17582;Pagamentos;202204;2
1631632;1922860;8591;Pagamentos;202204;4
1631632;1922860;8591;Pagamentos;202203;12
1544369;2539542;11029;Convênios;202203;4
1631632;1922860;8591;Cartões;202202;4
2616231;2164618;9792;Convênios;202205;4
1649677;1571520;5908;Pagamentos;202204;4
2616231;2164618;9792;Convênios;202203;12
7097278;1627744;1392;Pagamentos;202203;2
5588681;6486310;22535;Convênios;202202;2
1544369;2539542;11029;Cartões;202206;4
7097278;1627744;1392;PIX;202205;50
1565214;2613360;11215;PIX;202204;48
2696428;1509348;1414;PIX;202205;4
2696428;1509348;1414;PIX;202201;2
1491303;1610692;7404;PIX;202205;4
1498146;5857511;19500;PIX;202206;26
6996403;6571892;22900;PIX;202205;15
6262109;2403228;10723;PIX;202203;4
1952269;1966278;7595;PIX;202202;8
2470346;6068845;20249;PIX;202206;2
3316116;1502923;1872;PIX;202203;10
1544369;2539542;11029;PIX;202201;36
1690902;1552206;159;PIX;202203;48
6506795;1583371;6076;PIX;202204;9
1578005;6098530;20397;PIX;202203;2
6541344;2386738;10375;PIX;202201;8
1491303;1610692;7404;PIX;202202;8
2452450;3385249;8087;PIX;202202;14
1567719;3174458;12521;PIX;202205;38
1567719;3174458;12521;PIX;202206;34
2616231;2164618;9792;PIX;202201;4
1498146;5857511;19500;PIX;202203;24
6506795;1583371;6076;PIX;202206;3
1690902;1552206;159;PIX;202202;20
1578005;6098530;20397;PIX;202206;4
6506795;1583371;6076;PIX;202203;6
6262109;2403228;10723;PIX;202204;2
2213537;5269385;17582;PIX;202201;14
2213537;5269385;17582;PIX;202203;12
2452450;3385249;8087;PIX;202201;12
3541884;4843249;16160;PIX;202206;6
5588681;6486310;22535;PIX;202206;8
1580892;1573841;6238;PIX;202201;26
1565214;2613360;11215;PIX;202206;48
1565214;2613360;11215;PIX;202205;30
5108531;1519316;647;Pagamentos;202204;10
1508840;1513179;1724;Pagamentos;202202;4
1502256;2847357;12157;Pagamentos;202202;2
2951394;1550592;4901;Cartões;202204;1
1542672;4555353;15644;Pagamentos;202201;4
4786385;2745752;11193;Pagamentos;202205;16
5108531;1519316;647;Pagamentos;202202;6
5108531;1519316;647;Investimentos;202205;4
2839422;1520902;825;Pagamentos;202205;2
1510545;5381997;8230;Crédito;202201;2
5108531;1519316;647;Convênios;202203;14
2839422;1520902;825;Convênios;202201;3
5716318;1659198;4545;Convênios;202205;2
2951394;1550592;4901;Pagamentos;202201;3
2839422;1520902;825;Pagamentos;202204;1
5108531;1519316;647;Convênios;202205;14
1667059;2616053;9911;Pagamentos;202202;6
5108531;1519316;647;Convênios;202201;8
2699364;6426708;22098;Convênios;202206;2
6926023;5512337;18481;Convênios;202201;3
2699364;6426708;22098;Convênios;202202;6
5864935;6239747;21008;Pagamentos;202205;4
6706176;1922959;8010;Pagamentos;202206;4
2839422;1520902;825;Pagamentos;202201;2
5716318;1659198;4545;Investimentos;202204;2
1952376;1468730;2119;Convênios;202204;4
1952376;1468730;2119;Convênios;202205;2
1567868;6549231;22861;Pagamentos;202203;6
6706176;1922959;8010;Pagamentos;202203;6
6706176;1922959;8010;Pagamentos;202204;4
4786385;2745752;11193;Convênios;202206;16
4786385;2745752;11193;Conta Corrente;202201;4
1510545;5381997;8230;Cartões;202203;2
5716318;1659198;4545;Convênios;202206;4
5108531;1519316;647;Pagamentos;202205;10
1510545;5381997;8230;Pagamentos;202204;6
5716318;1659198;4545;Pagamentos;202204;4
1952376;1468730;2119;Convênios;202201;4
1667059;2616053;9911;Pagamentos;202203;4
1510545;5381997;8230;Cartões;202204;2
1508840;1513179;1724;Conta Corrente;202202;4
2839422;1520902;825;Cartões;202203;1
7070660;2743364;11673;Convênios;202205;2
2836863;1656514;6726;Conta Corrente;202202;2
1510545;5381997;8230;Cartões;202205;2
6926023;5512337;18481;PIX;202204;2
1567868;6549231;22861;PIX;202205;68
1567868;6549231;22861;PIX;202201;12
1664136;1565032;4758;PIX;202202;16
5716318;1659198;4545;PIX;202202;10
2951394;1550592;4901;PIX;202205;5
2951394;1550592;4901;PIX;202206;5
2836863;1656514;6726;PIX;202203;12
2836863;1656514;6726;PIX;202206;8
6706176;1922959;8010;PIX;202206;66
1558154;5013025;16675;PIX;202205;20
7070660;2743364;11673;PIX;202206;10
4786385;2745752;11193;PIX;202205;28
1558154;5013025;16675;PIX;202202;4
1558154;5013025;16675;PIX;202206;36
5108531;1519316;647;PIX;202202;86
5297776;5576804;18619;PIX;202203;38
5297776;5576804;18619;PIX;202206;40
5938394;1706573;7943;PIX;202202;8
1510545;5381997;8230;PIX;202201;20
2839422;1520902;825;PIX;202201;1
1508840;1513179;1724;PIX;202202;8
7070660;2743364;11673;PIX;202203;2
1718288;1587850;7242;PIX;202204;6
1582902;3795746;10677;PIX;202206;16
6926023;5512337;18481;PIX;202205;4
1667059;2616053;9911;PIX;202202;16
6926023;5512337;18481;PIX;202206;4
1664136;1565032;4758;PIX;202201;68
1542672;4555353;15644;PIX;202203;2
3965366;4854756;16314;PIX;202201;34
5121307;1469067;2143;PIX;202206;16
5864935;6239747;21008;PIX;202201;48
2699364;6426708;22098;PIX;202202;40
2699364;6426708;22098;PIX;202201;98
2699364;6426708;22098;PIX;202205;60
5108531;1519316;647;PIX;202205;144
5108531;1519316;647;PIX;202204;176
1510545;5381997;8230;PIX;202206;34
2839422;1520902;825;PIX;202204;6
1460264;2638217;10553;PIX;202202;4
1460264;2638217;10553;PIX;202201;6
1460264;2638217;10553;PIX;202206;4
1460264;2638217;10553;PIX;202205;4
5121307;1469067;2143;PIX;202204;28
2724160;1549878;3018;PIX;202204;4
1541896;4033338;14486;PIX;202203;2
1952376;1468730;2119;PIX;202204;14
1502256;2847357;12157;PIX;202206;2
1460264;2638217;10553;PIX;202203;10
4786385;2745752;11193;Pagamentos;202202;12
3965366;4854756;16314;Pagamentos;202203;2
2699364;6426708;22098;Convênios;202203;2
5716318;1659198;4545;Pagamentos;202201;8
2699364;6426708;22098;Convênios;202204;8
5716318;1659198;4545;Investimentos;202201;8
6706176;1922959;8010;Pagamentos;202205;4
5716318;1659198;4545;Investimentos;202202;2
2836863;1656514;6726;Conta Corrente;202205;2
1558154;5013025;16675;Cartões;202201;4
1542672;4555353;15644;Pagamentos;202203;2
2839422;1520902;825;Convênios;202202;1
4226351;5301330;13234;Pagamentos;202206;4
2699364;6426708;22098;Convênios;202201;2
2836863;1656514;6726;Pagamentos;202204;4
1567868;6549231;22861;Pagamentos;202206;2
2839422;1520902;825;Pagamentos;202206;4
5108531;1519316;647;Pagamentos;202206;8
2836863;1656514;6726;Conta Corrente;202206;4
4226351;5301330;13234;Convênios;202201;16
6706176;1922959;8010;Pagamentos;202201;4
4786385;2745752;11193;Conta Corrente;202204;8
5716318;1659198;4545;Investimentos;202203;2
1508840;1513179;1724;Pagamentos;202206;4
2839422;1520902;825;Pagamentos;202202;1
5121307;1469067;2143;Conta Corrente;202202;4
5938394;1706573;7943;Pagamentos;202204;8
5108531;1519316;647;Convênios;202206;10
1502256;2847357;12157;Pagamentos;202206;4
4226351;5301330;13234;Pagamentos;202205;4
2836863;1656514;6726;Crédito;202202;4
5938394;1706573;7943;Convênios;202204;8
7070660;2743364;11673;Convênios;202206;2
4786385;2745752;11193;Cartões;202203;4
2836863;1656514;6726;Pagamentos;202203;2
4786385;2745752;11193;Conta Corrente;202206;4
4786385;2745752;11193;Cartões;202201;4
1502256;2847357;12157;Conta Corrente;202205;2
4786385;2745752;11193;Pagamentos;202206;8
4226351;5301330;13234;Pagamentos;202202;4
5121307;1469067;2143;Convênios;202204;4
4226351;5301330;13234;Conta Corrente;202206;4
5938394;1706573;7943;Convênios;202203;4
1567868;6549231;22861;Convênios;202202;2
5108531;1519316;647;Convênios;202202;4
4786385;2745752;11193;Cartões;202204;4
4786385;2745752;11193;Cartões;202206;4
1667059;2616053;9911;PIX;202205;16
1667059;2616053;9911;PIX;202206;22
3965366;4854756;16314;PIX;202202;8
5864935;6239747;21008;PIX;202206;34
5624859;1508807;1856;PIX;202203;6
5108531;1519316;647;PIX;202203;130
1567868;6549231;22861;PIX;202204;58
1664136;1565032;4758;PIX;202206;4
1567868;6549231;22861;PIX;202206;44
1567868;6549231;22861;PIX;202202;22
1664136;1565032;4758;PIX;202203;16
1541896;4033338;14486;PIX;202204;2
2951394;1550592;4901;PIX;202202;9
2836863;1656514;6726;PIX;202205;14
7070660;2743364;11673;PIX;202204;16
6706176;1922959;8010;PIX;202201;60
4786385;2745752;11193;PIX;202202;32
4786385;2745752;11193;PIX;202203;16
6706176;1922959;8010;PIX;202203;52
1558154;5013025;16675;PIX;202203;8
5297776;5576804;18619;PIX;202201;28
5624859;1508807;1856;PIX;202204;6
7070660;2743364;11673;PIX;202205;10
1510545;5381997;8230;PIX;202204;24
1510545;5381997;8230;PIX;202202;22
2839422;1520902;825;PIX;202205;12
7070660;2743364;11673;PIX;202202;6
1718288;1587850;7242;PIX;202202;6
5716318;1659198;4545;PIX;202205;8
5716318;1659198;4545;PIX;202206;6
1952376;1468730;2119;PIX;202206;28
1510545;5381997;8230;PIX;202205;28
1541896;4033338;14486;PIX;202202;4
1497575;1975673;8869;Pagamentos;202204;24
2009627;3527109;13412;Pagamentos;202203;6
3695718;5762313;17647;Crédito;202201;2
1497575;1975673;8869;Pagamentos;202202;24
6151588;1528022;1104;Pagamentos;202204;2
1518103;1635149;3506;Investimentos;202201;16
1640687;3389905;13226;Convênios;202204;1
3546963;5056641;16640;Conta Corrente;202206;8
5347279;1519783;884;Convênios;202202;12
5347279;1519783;884;Cartões;202201;4
1509351;1547375;3026;Cartões;202202;2
1539148;5300211;17639;Convênios;202203;2
5623532;1548708;3441;Pagamentos;202203;8
3695718;5762313;17647;Pagamentos;202206;2
1540618;1468831;2097;Pagamentos;202205;4
1459983;4415508;6599;Convênios;202203;4
4631136;2157230;9598;Crédito;202205;4
5347279;1519783;884;Pagamentos;202201;8
2205454;2473892;10650;Pagamentos;202203;10
5347279;1519783;884;Convênios;202205;4
5347279;1519783;884;Conta Corrente;202205;4
1497575;1975673;8869;Pagamentos;202206;24
5623532;1548708;3441;Cartões;202205;4
3695718;5762313;17647;Pagamentos;202203;4
1459983;4415508;6599;Pagamentos;202203;16
1518103;1635149;3506;Conta Corrente;202204;4
5623532;1548708;3441;Cartões;202203;4
5347279;1519783;884;Crédito;202206;8
2545205;2029223;9326;Convênios;202203;2
6151588;1528022;1104;Convênios;202205;6
1540618;1468831;2097;Convênios;202203;4
2064661;2392755;10413;Conta Corrente;202201;6
3695718;5762313;17647;Pagamentos;202204;2
2459066;6559335;22918;Convênios;202201;4
1540618;1468831;2097;Pagamentos;202203;12
1539148;5300211;17639;Pagamentos;202203;3
7082599;4523998;15377;Cartões;202201;4
4751513;1516447;604;Conta Corrente;202201;18
1540618;1468831;2097;Conta Corrente;202205;4
3546963;5056641;16640;Conta Corrente;202203;4
2545205;2029223;9326;Convênios;202206;4
1640687;3389905;13226;Cartões;202205;1
7082599;4523998;15377;PIX;202202;36
4631136;2157230;9598;PIX;202202;2
1505810;5086597;16632;PIX;202201;2
4631136;2157230;9598;PIX;202203;4
6151588;1528022;1104;PIX;202201;30
2064661;2392755;10413;PIX;202203;6
2064661;2392755;10413;PIX;202201;12
2545205;2029223;9326;PIX;202203;52
5381027;1502993;1457;PIX;202206;2
2545205;2029223;9326;PIX;202202;22
1491346;6314932;21369;PIX;202202;19
1640687;3389905;13226;PIX;202201;24
6794560;6666679;22942;PIX;202206;68
4751513;1516447;604;PIX;202201;18
1539148;5300211;17639;PIX;202203;1
1539148;5300211;17639;PIX;202204;7
2064661;2392755;10413;PIX;202204;6
7209402;4999919;16586;PIX;202204;24
5347279;1519783;884;PIX;202202;24
4631136;2157230;9598;PIX;202204;6
5282927;6312749;21377;PIX;202206;4
4631136;2157230;9598;PIX;202205;8
4631136;2157230;9598;PIX;202201;6
2064661;2392755;10413;PIX;202202;24
2205454;2473892;10650;PIX;202206;52
3695718;5762313;17647;PIX;202201;22
2459066;6559335;22918;PIX;202205;16
2459066;6559335;22918;PIX;202201;4
3695718;5762313;17647;PIX;202203;68
6151588;1528022;1104;PIX;202203;38
3695718;5762313;17647;PIX;202206;34
6151588;1528022;1104;PIX;202204;36
1491346;6314932;21369;PIX;202203;20
1509351;1547375;3026;PIX;202204;44
6792007;1585941;3352;PIX;202204;34
1640687;3389905;13226;PIX;202204;21
1459983;4415508;6599;PIX;202201;32
1459983;4415508;6599;PIX;202206;48
1540618;1468831;2097;PIX;202203;104
1540618;1468831;2097;PIX;202202;144
5492323;5184403;16616;Pagamentos;202205;7
4527679;4320738;14907;Convênios;202204;2
1570873;1576728;6424;Crédito;202206;2
6687843;6224350;20966;Conta Corrente;202201;6
2581102;2506737;3654;Pagamentos;202202;4
5492323;5184403;16616;Conta Corrente;202205;7
2923853;2822249;12076;Convênios;202205;4
1570873;1576728;6424;Pagamentos;202204;2
3664636;3499483;13013;Cartões;202204;2
1763345;1748520;1147;Pagamentos;202203;4
2923853;2822249;12076;Convênios;202203;2
2923853;2822249;12076;Conta Corrente;202206;2
1588324;1592880;3255;Pagamentos;202204;4
1515894;1525883;1163;Pagamentos;202203;60
2581102;2506737;3654;Pagamentos;202203;22
1515894;1525883;1163;Pagamentos;202205;72
2987836;2880984;11576;Pagamentos;202204;12
6561113;6115597;20508;Conta Corrente;202203;4
5969841;5604311;18708;Pagamentos;202205;2
2987836;2880984;11576;Pagamentos;202205;28
2987836;2880984;11576;Pagamentos;202201;4
1588324;1592880;3255;Pagamentos;202205;2
6561113;6115597;20508;Convênios;202206;6
2923853;2822249;12076;Conta Corrente;202203;4
4560286;4351297;4340;Investimentos;202205;28
6965113;6459884;22322;Pagamentos;202206;2
5492323;5184403;16616;Pagamentos;202202;28
5830220;5481887;18279;Conta Corrente;202202;2
6561113;6115597;20508;Pagamentos;202201;4
6687843;6224350;20966;Pagamentos;202202;6
2987836;2880984;11576;Convênios;202203;4
2581102;2506737;3654;Pagamentos;202204;12
1515894;1525883;1163;Conta Corrente;202202;12
1763345;1748520;1147;Pagamentos;202202;4
4347906;4146579;14591;Pagamentos;202201;2
2030979;1998202;8842;Pagamentos;202203;4
1515894;1525883;1163;Convênios;202201;6
1515894;1525883;1163;Pagamentos;202206;60
6687843;6224350;20966;Cartões;202203;6
6965113;6459884;22322;Convênios;202201;2
4560286;4351297;4340;Investimentos;202202;22
6771313;6295203;21253;Investimentos;202205;18
1515894;1525883;1163;Pagamentos;202202;36
6687843;6224350;20966;Conta Corrente;202203;2
1588324;1592880;3255;Convênios;202202;4
1588324;1592880;3255;Conta Corrente;202203;4
6561113;6115597;20508;Convênios;202205;6
2130059;2088669;9504;Pagamentos;202203;2
1567650;1573794;6017;Conta Corrente;202201;8
2923853;2822249;12076;Conta Corrente;202202;2
4560286;4351297;4340;Cartões;202204;2
6965113;6459884;22322;Conta Corrente;202203;2
5830220;5481887;18279;Conta Corrente;202205;1
1515894;1525883;1163;Convênios;202203;6
1588324;1592880;3255;Crédito;202205;2
2581102;2506737;3654;Convênios;202203;2
4560286;4351297;4340;Cartões;202203;2
2923853;2822249;12076;Pagamentos;202203;2
1588324;1592880;3255;PIX;202203;18
1588324;1592880;3255;PIX;202202;6
3664636;3499483;13013;PIX;202205;12
2581102;2506737;3654;PIX;202203;8
2834523;2741238;11410;PIX;202203;80
6035958;5662026;18856;PIX;202206;4
6561113;6115597;20508;PIX;202202;62
4146691;3959314;14311;PIX;202203;54
2059598;2024574;9180;PIX;202204;34
2059598;2024574;9180;PIX;202201;16
7105845;6579139;22993;PIX;202202;12
2059598;2024574;9180;PIX;202203;26
4347906;4146579;14591;PIX;202205;44
2909759;2809512;11983;PIX;202202;10
4560286;4351297;4340;PIX;202201;44
6771313;6295203;21253;PIX;202204;172
1588324;1592880;3255;PIX;202204;10
1580730;6565530;22969;PIX;202206;2
2001582;1968221;8923;PIX;202206;4
1570873;1576728;6424;PIX;202202;26
1515894;1525883;1163;PIX;202205;198
1515894;1525883;1163;PIX;202201;228
2739336;2652183;11258;PIX;202206;4
2130059;2088669;9504;PIX;202202;6
6965113;6459884;22322;PIX;202201;36
4347906;4146579;14591;PIX;202201;30
6965113;6459884;22322;PIX;202204;8
1763345;1748520;1147;PIX;202205;34
1755235;1740949;7668;PIX;202204;10
1763345;1748520;1147;PIX;202202;16
1755235;1740949;7668;PIX;202206;4
6687843;6224350;20966;PIX;202202;36
6687843;6224350;20966;PIX;202206;6
5830220;5481887;18279;PIX;202204;22
4464997;4264133;15105;PIX;202205;6
1570635;1576511;5436;PIX;202203;32
5969841;5604311;18708;PIX;202206;8
5969841;5604311;18708;PIX;202203;12
6687843;6224350;20966;PIX;202203;30
6687843;6224350;20966;PIX;202204;40
4560286;4351297;4340;PIX;202204;34
2923853;2822249;12076;PIX;202203;92
2923853;2822249;12076;PIX;202206;72
2864118;2768134;11843;PIX;202203;4
2864118;2768134;11843;PIX;202205;4
7089895;6273915;20567;PIX;202206;4
1755235;1740949;7668;PIX;202203;18
3193294;3063015;11975;PIX;202202;4
6207750;5810439;19305;PIX;202203;2
6207750;5810439;19305;PIX;202201;2
4146691;3959314;14311;PIX;202205;6
7105845;6579139;22993;PIX;202204;6
6035958;5662026;18856;PIX;202203;4
2987836;2880984;11576;PIX;202203;64
6033868;5660215;18872;PIX;202206;38
5969841;5604311;18708;PIX;202202;6
1763345;1748520;1147;PIX;202201;12
2987836;2880984;11576;PIX;202204;120
4464997;4264133;15105;PIX;202204;6
1588112;1592695;7250;PIX;202205;4
1588112;1592695;7250;PIX;202204;2
6561113;6115597;20508;Pagamentos;202205;2
1515894;1525883;1163;Pagamentos;202201;24
2987836;2880984;11576;Convênios;202205;12
5969841;5604311;18708;Pagamentos;202206;14
6771313;6295203;21253;Pagamentos;202205;10
5830220;5481887;18279;Pagamentos;202203;1
4464997;4264133;15105;Conta Corrente;202204;6
5830220;5481887;18279;Pagamentos;202206;1
2581102;2506737;3654;Pagamentos;202206;6
2130059;2088669;9504;Pagamentos;202205;2
1504789;1515489;1813;Convênios;202201;4
6687843;6224350;20966;Pagamentos;202203;2
6687843;6224350;20966;Cartões;202204;2
4347906;4146579;14591;Pagamentos;202206;2
1515894;1525883;1163;Cartões;202206;6
6561113;6115597;20508;Conta Corrente;202204;2
4560286;4351297;4340;Cartões;202202;2
6965113;6459884;22322;Pagamentos;202203;6
2923853;2822249;12076;Pagamentos;202202;2
1504789;1515489;1813;Crédito;202201;2
2834523;2741238;11410;Pagamentos;202206;24
5969841;5604311;18708;Convênios;202206;4
1588324;1592880;3255;Conta Corrente;202205;18
5492323;5184403;16616;Conta Corrente;202201;14
6965113;6459884;22322;Convênios;202205;6
1515894;1525883;1163;Pagamentos;202204;54
5830220;5481887;18279;Convênios;202205;1
5830220;5481887;18279;Conta Corrente;202204;1
6033868;5660215;18872;Pagamentos;202205;2
5234674;4956525;15989;Pagamentos;202204;4
2923853;2822249;12076;Convênios;202202;2
6033868;5660215;18872;Conta Corrente;202201;2
1567650;1573794;6017;Conta Corrente;202202;2
6965113;6459884;22322;Conta Corrente;202205;2
1588324;1592880;3255;Conta Corrente;202206;10
1504789;1515489;1813;Convênios;202202;4
1567650;1573794;6017;Conta Corrente;202205;4
4464997;4264133;15105;Pagamentos;202203;14
6965113;6459884;22322;Pagamentos;202205;12
1763345;1748520;1147;Pagamentos;202205;6
4527679;4320738;14907;Cartões;202203;6
6687843;6224350;20966;Conta Corrente;202202;8
4347906;4146579;14591;Pagamentos;202202;4
5830220;5481887;18279;Conta Corrente;202203;1
5830220;5481887;18279;Conta Corrente;202201;1
5234674;4956525;15989;Pagamentos;202203;4
5969841;5604311;18708;Pagamentos;202201;4
6965113;6459884;22322;Conta Corrente;202204;4
1588324;1592880;3255;Convênios;202204;6
5492323;5184403;16616;Investimentos;202203;28
6771313;6295203;21253;Pagamentos;202206;18
2834523;2741238;11410;Pagamentos;202204;24
4347906;4146579;14591;Pagamentos;202204;4
4347906;4146579;14591;Convênios;202202;2
1567650;1573794;6017;Conta Corrente;202203;4
4560286;4351297;4340;Crédito;202201;2
4560286;4351297;4340;Cartões;202205;2
4347906;4146579;14591;Convênios;202203;4
7105845;6579139;22993;Pagamentos;202206;2
2909759;2809512;11983;Pagamentos;202201;2
4347906;4146579;14591;Pagamentos;202203;2
1588324;1592880;3255;Pagamentos;202201;2
2581102;2506737;3654;PIX;202201;6
3664636;3499483;13013;PIX;202202;2
1515894;1525883;1163;PIX;202204;120
1504789;1515489;1813;PIX;202205;38
2130059;2088669;9504;PIX;202205;6
6207750;5810439;19305;PIX;202206;2
2130059;2088669;9504;PIX;202206;8
2130059;2088669;9504;PIX;202203;6
5492323;5184403;16616;PIX;202205;35
1570873;1576728;6424;PIX;202205;48
1570873;1576728;6424;PIX;202204;28
1763345;1748520;1147;PIX;202204;20
1755235;1740949;7668;PIX;202202;4
5830220;5481887;18279;PIX;202203;18
4464997;4264133;15105;PIX;202206;2
5234674;4956525;15989;PIX;202202;6
1567650;1573794;6017;PIX;202204;30
6207750;5810439;19305;PIX;202205;2
2030979;1998202;8842;PIX;202204;38
3193294;3063015;11975;PIX;202205;2
6561113;6115597;20508;PIX;202204;78
5492323;5184403;16616;PIX;202203;21
2987836;2880984;11576;PIX;202205;120
1813111;1794644;299;PIX;202203;6
2923853;2822249;12076;PIX;202205;100
2923853;2822249;12076;PIX;202202;38
1617017;1616337;540;PIX;202206;2
2864118;2768134;11843;PIX;202202;4
1570873;1576728;6424;PIX;202206;40
1570873;1576728;6424;PIX;202203;40
1763345;1748520;1147;PIX;202206;28
1567650;1573794;6017;PIX;202203;10
1567650;1573794;6017;PIX;202205;18
1567650;1573794;6017;PIX;202202;10
4527679;4320738;14907;PIX;202201;2
4347906;4146579;14591;PIX;202202;34
4347906;4146579;14591;PIX;202203;48
5492323;5184403;16616;PIX;202206;63
4347906;4146579;14591;PIX;202206;48
2987836;2880984;11576;PIX;202206;108
6561113;6115597;20508;PIX;202201;42
6033868;5660215;18872;PIX;202201;24
6033868;5660215;18872;PIX;202203;40
4560286;4351297;4340;PIX;202206;42
2834523;2741238;11410;PIX;202206;104
2834523;2741238;11410;PIX;202201;44
2834523;2741238;11410;PIX;202204;60
1504789;1515489;1813;PIX;202203;68
6035958;5662026;18856;PIX;202204;4
6561113;6115597;20508;PIX;202203;88
6561113;6115597;20508;PIX;202205;38
6033868;5660215;18872;PIX;202204;22
4146691;3959314;14311;PIX;202206;6
1504789;1515489;1813;PIX;202202;20
2030979;1998202;8842;PIX;202205;56
2030979;1998202;8842;PIX;202203;22
2059598;2024574;9180;PIX;202206;4
5234674;4956525;15989;PIX;202204;26
5234674;4956525;15989;PIX;202205;4
4464997;4264133;15105;PIX;202203;2
5234674;4956525;15989;PIX;202201;38
5830220;5481887;18279;PIX;202201;13
1548056;1555573;1309;Conta Corrente;202203;6
1507108;1517693;710;Pagamentos;202203;117
7138933;6606792;23175;Pagamentos;202204;28
1570052;1575984;5401;Pagamentos;202206;16
1476856;1489315;1600;Convênios;202206;8
5161767;4891070;16195;Convênios;202204;4
1476856;1489315;1600;Pagamentos;202203;2
5161767;4891070;16195;Pagamentos;202202;4
1570052;1575984;5401;Conta Corrente;202203;28
7138933;6606792;23175;Convênios;202204;8
1481130;1493342;1520;Pagamentos;202201;6
1561366;1567928;850;Cartões;202206;2
1481130;1493342;1520;Pagamentos;202203;6
1570052;1575984;5401;Cartões;202206;4
1476856;1489315;1600;Cartões;202201;2
1481130;1493342;1520;Convênios;202203;4
1561366;1567928;850;Cartões;202203;2
3801179;3622138;13390;Conta Corrente;202201;2
6631312;6176075;20800;Investimentos;202206;4
1669073;1661081;6998;Pagamentos;202206;48
5161767;4891070;16195;Pagamentos;202205;2
1561366;1567928;850;Convênios;202206;4
1507108;1517693;710;Convênios;202206;9
7138933;6606792;23175;Pagamentos;202201;28
6924809;6425674;22179;Convênios;202206;6
1476856;1489315;1600;Convênios;202204;4
2208353;2159872;9652;Pagamentos;202202;2
7138933;6606792;23175;Convênios;202203;12
1488732;1500473;1643;Crédito;202205;2
