oid_usuario;oid_conta;num_conta;nom_transacao;NUM_ANO_MES;qtd_transacao
1506888;1504490;1244;Crédito;202202;2
5423588;1517467;531;Convênios;202204;2
3463331;1509442;981;Pagamentos;202205;2
3119152;3816747;14079;Crédito;202206;2
1576610;1566198;2704;Conta Corrente;202206;6
6801153;1564217;4782;Pagamentos;202203;2
1614077;2191179;3662;Pagamentos;202203;8
1492974;2998664;12335;Pagamentos;202201;14
6801153;1564217;4782;Pagamentos;202201;2
2160798;3314498;12882;Convênios;202203;4
5423588;1517467;531;Convênios;202202;8
2677406;3541503;13382;Pagamentos;202201;16
3988712;2595972;8885;Crédito;202204;8
1573063;5834378;19380;Pagamentos;202201;4
1506888;1504490;1244;Convênios;202203;4
1506888;1504490;1244;Pagamentos;202205;6
1576610;1566198;2704;Convênios;202202;6
1506888;1504490;1244;Cartões;202202;2
1576610;1566198;2704;Pagamentos;202204;66
3988712;2595972;8885;Pagamentos;202205;32
5423588;1517467;531;Conta Corrente;202206;4
1917214;5134312;17060;Pagamentos;202206;4
1506888;1504490;1244;Cartões;202203;2
1559392;1578754;6521;Cartões;202205;6
1543477;3615697;12017;Convênios;202206;4
1572689;5301221;16900;Conta Corrente;202202;2
3119152;3816747;14079;Pagamentos;202203;2
6801153;1564217;4782;Pagamentos;202204;2
3988712;2595972;8885;Pagamentos;202201;8
3119152;3816747;14079;Cartões;202202;2
4137502;6244866;21059;Pagamentos;202204;12
1557246;1890940;8532;Pagamentos;202204;2
1917214;5134312;17060;Convênios;202202;4
6801153;1564217;4782;Convênios;202205;10
5858524;5123852;17035;Pagamentos;202204;30
3988712;2595972;8885;Crédito;202201;8
4137502;6244866;21059;Pagamentos;202203;10
1614077;2191179;3662;Conta Corrente;202205;4
1506888;1504490;1244;Convênios;202204;2
6235610;1536374;3581;Pagamentos;202204;6
6235610;1536374;3581;Crédito;202203;2
1492974;2998664;12335;Convênios;202205;2
1492974;2998664;12335;Cartões;202203;2
1506888;1504490;1244;PIX;202202;74
1527074;6320569;21407;PIX;202204;30
5423588;1517467;531;PIX;202202;62
5423588;1517467;531;PIX;202201;62
1543477;3615697;12017;PIX;202205;44
6641137;1546924;3999;PIX;202203;22
1559392;1578754;6521;PIX;202205;12
1559392;1578754;6521;PIX;202202;2
5435486;1613933;7277;PIX;202205;2
3463331;1509442;981;PIX;202203;12
3711914;1579599;3891;PIX;202205;64
1576610;1566198;2704;PIX;202203;12
7054715;2116571;8419;PIX;202206;8
7054715;2116571;8419;PIX;202202;4
1572689;5301221;16900;PIX;202201;32
2677406;3541503;13382;PIX;202203;28
1572689;5301221;16900;PIX;202202;32
2677406;3541503;13382;PIX;202205;8
1557246;1890940;8532;PIX;202206;44
6801153;1564217;4782;PIX;202204;40
6801153;1564217;4782;PIX;202205;16
1614077;2191179;3662;PIX;202203;24
5624727;2872984;11991;PIX;202205;4
1614077;2191179;3662;PIX;202202;42
1492974;2998664;12335;PIX;202205;48
1492974;2998664;12335;PIX;202204;62
2677406;3541503;13382;PIX;202206;4
1576610;1566198;2704;PIX;202204;54
1506888;1504490;1244;PIX;202206;28
1527074;6320569;21407;PIX;202201;50
2302547;1578401;5126;PIX;202204;16
1527074;6320569;21407;PIX;202202;18
5423588;1517467;531;PIX;202205;90
6641137;1546924;3999;PIX;202201;14
3988712;2595972;8885;PIX;202204;72
1508036;6184597;20885;PIX;202203;2
1506888;1504490;1244;PIX;202204;60
5248727;4516331;15679;PIX;202206;2
1498253;1518533;2038;PIX;202201;4
1498253;1518533;2038;PIX;202202;44
1498253;1518533;2038;PIX;202205;36
5858524;5123852;17035;PIX;202203;96
1917214;5134312;17060;PIX;202203;6
1917214;5134312;17060;PIX;202206;38
5435486;1613933;7277;PIX;202201;32
5435486;1613933;7277;PIX;202202;36
2160798;3314498;12882;PIX;202205;12
1538680;2487943;9962;PIX;202204;2
4137502;6244866;21059;PIX;202204;4
3988712;2595972;8885;PIX;202203;40
1614077;2191179;3662;PIX;202204;32
6235610;1536374;3581;PIX;202205;22
3119152;3816747;14079;PIX;202203;76
1557246;1890940;8532;PIX;202204;26
1506720;1643426;5142;Pagamentos;202202;32
1631632;1922860;8591;Pagamentos;202202;8
1952269;1966278;7595;Conta Corrente;202203;2
2452450;3385249;8087;Convênios;202202;2
1999476;1586090;4995;Pagamentos;202202;4
2616231;2164618;9792;Pagamentos;202206;4
3316116;1502923;1872;Conta Corrente;202205;6
1631632;1922860;8591;Cartões;202205;4
1498146;5857511;19500;Pagamentos;202203;8
5588681;6486310;22535;Convênios;202201;4
1649677;1571520;5908;Pagamentos;202206;4
2616231;2164618;9792;Conta Corrente;202202;4
1952269;1966278;7595;Pagamentos;202201;10
1506720;1643426;5142;Convênios;202202;8
1544369;2539542;11029;Cartões;202202;4
1506720;1643426;5142;Pagamentos;202206;20
1506720;1643426;5142;Conta Corrente;202204;20
1498146;5857511;19500;Pagamentos;202202;8
1609882;1517317;1996;Conta Corrente;202205;6
1498146;5857511;19500;Convênios;202201;2
5588681;6486310;22535;Pagamentos;202206;4
1506720;1643426;5142;Pagamentos;202201;28
1506720;1643426;5142;Conta Corrente;202206;8
1491303;1610692;7404;Cartões;202203;2
1491303;1610692;7404;Cartões;202202;2
3316116;1502923;1872;Conta Corrente;202203;2
1567719;3174458;12521;Convênios;202203;2
2213537;5269385;17582;Convênios;202205;1
5588681;6486310;22535;Pagamentos;202203;2
6506795;1583371;6076;Convênios;202204;6
1713991;4969420;16489;Pagamentos;202204;2
6262109;2403228;10723;Pagamentos;202203;2
1999476;1586090;4995;Pagamentos;202204;6
1580892;1573841;6238;Conta Corrente;202201;4
7097278;1627744;1392;Convênios;202206;12
1952269;1966278;7595;Pagamentos;202206;10
1565214;2613360;11215;Convênios;202202;6
3316116;1502923;1872;Pagamentos;202204;6
1506720;1643426;5142;Conta Corrente;202201;28
1506720;1643426;5142;Conta Corrente;202205;28
1506720;1643426;5142;Convênios;202204;4
1690902;1552206;159;Pagamentos;202205;24
1631632;1922860;8591;Conta Corrente;202205;8
1506720;1643426;5142;Convênios;202206;4
1631632;1922860;8591;Cartões;202206;4
6996403;6571892;22900;Cartões;202201;5
1491303;1610692;7404;Cartões;202205;2
4619121;6235974;20982;PIX;202206;6
2696428;1509348;1414;PIX;202204;4
1567719;3174458;12521;PIX;202201;24
1544369;2539542;11029;PIX;202206;16
1547845;5150952;16861;PIX;202206;2
6541344;2386738;10375;PIX;202202;28
1498146;5857511;19500;PIX;202202;22
6996403;6571892;22900;PIX;202203;45
6996403;6571892;22900;PIX;202202;25
1609882;1517317;1996;PIX;202206;642
1999476;1586090;4995;PIX;202205;24
2213537;5269385;17582;PIX;202205;11
2470346;6068845;20249;PIX;202201;2
7097278;1627744;1392;PIX;202202;80
7097278;1627744;1392;PIX;202204;30
1491303;1610692;7404;PIX;202201;8
5454377;4404674;15318;PIX;202201;48
1631632;1922860;8591;PIX;202204;8
1631632;1922860;8591;PIX;202201;12
1498146;5857511;19500;PIX;202204;42
6996403;6571892;22900;PIX;202204;35
2213537;5269385;17582;PIX;202206;11
1496002;1702591;7889;PIX;202204;2
3541884;4843249;16160;PIX;202205;2
3541884;4843249;16160;PIX;202202;4
2616231;2164618;9792;PIX;202206;20
2616231;2164618;9792;PIX;202205;8
2452450;3385249;8087;PIX;202205;10
6996403;6571892;22900;PIX;202201;20
3316116;1502923;1872;PIX;202206;28
1580892;1573841;6238;PIX;202203;22
1580892;1573841;6238;PIX;202204;10
1580892;1573841;6238;PIX;202206;6
1580892;1573841;6238;PIX;202202;14
5588681;6486310;22535;PIX;202204;2
1565214;2613360;11215;PIX;202203;30
2696428;1509348;1414;PIX;202202;4
1609882;1517317;1996;PIX;202204;810
1690902;1552206;159;Pagamentos;202201;16
1544369;2539542;11029;Cartões;202205;4
1506720;1643426;5142;Pagamentos;202205;32
1506720;1643426;5142;Convênios;202205;4
1952269;1966278;7595;Crédito;202206;2
1544369;2539542;11029;Pagamentos;202201;4
1567719;3174458;12521;Pagamentos;202201;6
1498146;5857511;19500;Crédito;202201;2
2452450;3385249;8087;Pagamentos;202206;2
1491303;1610692;7404;Convênios;202202;2
2616231;2164618;9792;Convênios;202201;8
2616231;2164618;9792;Pagamentos;202203;4
1544369;2539542;11029;Cartões;202201;4
7097278;1627744;1392;Convênios;202205;10
1565214;2613360;11215;Pagamentos;202202;12
7097278;1627744;1392;Convênios;202203;12
1491303;1610692;7404;Cartões;202206;2
7097278;1627744;1392;Convênios;202202;6
1498146;5857511;19500;Convênios;202204;2
1713991;4969420;16489;Convênios;202201;4
2213537;5269385;17582;Pagamentos;202202;4
1496002;1702591;7889;Conta Corrente;202203;2
1491303;1610692;7404;Cartões;202201;2
2213537;5269385;17582;Pagamentos;202201;4
1506720;1643426;5142;Pagamentos;202203;36
1952269;1966278;7595;Pagamentos;202205;6
1952269;1966278;7595;Pagamentos;202204;6
1999476;1586090;4995;Pagamentos;202201;2
5588681;6486310;22535;Convênios;202204;2
2616231;2164618;9792;Conta Corrente;202201;12
2616231;2164618;9792;Convênios;202204;4
1609882;1517317;1996;Pagamentos;202205;6
4619121;6235974;20982;Cartões;202201;6
6996403;6571892;22900;Conta Corrente;202202;5
2616231;2164618;9792;Convênios;202202;8
1649677;1571520;5908;Convênios;202205;2
1631632;1922860;8591;Pagamentos;202206;4
7097278;1627744;1392;Convênios;202201;6
1498146;5857511;19500;Pagamentos;202201;10
1713991;4969420;16489;Pagamentos;202203;2
1498146;5857511;19500;Pagamentos;202205;4
1952269;1966278;7595;Crédito;202201;2
1631632;1922860;8591;Convênios;202202;4
1609882;1517317;1996;Pagamentos;202206;6
1631632;1922860;8591;Convênios;202204;4
1578005;6098530;20397;Conta Corrente;202203;2
1999476;1586090;4995;PIX;202206;38
1952269;1966278;7595;PIX;202205;8
1999476;1586090;4995;PIX;202202;22
1496002;1702591;7889;PIX;202203;18
2213537;5269385;17582;PIX;202204;7
1713991;4969420;16489;PIX;202204;18
1952269;1966278;7595;PIX;202201;6
1999476;1586090;4995;PIX;202204;20
2470346;6068845;20249;PIX;202204;2
2470346;6068845;20249;PIX;202205;2
1506720;1643426;5142;PIX;202205;60
3316116;1502923;1872;PIX;202205;52
3316116;1502923;1872;PIX;202201;2
2696428;1509348;1414;PIX;202203;8
2696428;1509348;1414;PIX;202206;6
1567719;3174458;12521;PIX;202203;28
1567719;3174458;12521;PIX;202204;46
1491303;1610692;7404;PIX;202204;4
1491303;1610692;7404;PIX;202203;6
1544369;2539542;11029;PIX;202203;28
1609882;1517317;1996;PIX;202201;246
5588681;6486310;22535;PIX;202205;16
2213537;5269385;17582;PIX;202202;14
2470346;6068845;20249;PIX;202202;2
7097278;1627744;1392;PIX;202206;28
1544369;2539542;11029;PIX;202205;20
5454377;4404674;15318;PIX;202204;64
2452450;3385249;8087;PIX;202203;20
1491303;1610692;7404;PIX;202206;4
2616231;2164618;9792;PIX;202204;40
5454377;4404674;15318;PIX;202205;80
1631632;1922860;8591;PIX;202202;28
5454377;4404674;15318;PIX;202203;40
5454377;4404674;15318;PIX;202206;84
1631632;1922860;8591;PIX;202205;20
1631632;1922860;8591;PIX;202206;32
1498146;5857511;19500;PIX;202205;48
2979506;1507320;1260;PIX;202203;4
2979506;1507320;1260;PIX;202202;8
2979506;1507320;1260;PIX;202201;4
6506795;1583371;6076;PIX;202202;9
1609882;1517317;1996;PIX;202202;378
6996403;6571892;22900;PIX;202206;55
1713991;4969420;16489;PIX;202201;16
2452450;3385249;8087;PIX;202204;4
1506720;1643426;5142;PIX;202204;64
5588681;6486310;22535;PIX;202202;8
1609882;1517317;1996;PIX;202203;474
4742927;5156961;17086;Pagamentos;202205;8
6701693;2816591;12025;Convênios;202204;6
5461153;6164221;20729;Pagamentos;202204;4
2917592;5784896;19224;Pagamentos;202206;4
6617549;1939208;8044;Convênios;202203;4
6617549;1939208;8044;Cartões;202206;2
6177844;1576705;3301;Pagamentos;202202;12
1970113;2086292;3484;Pagamentos;202206;2
1570836;1936881;9091;Cartões;202202;2
1570836;1936881;9091;Cartões;202201;2
4742927;5156961;17086;Pagamentos;202204;6
2127421;6112720;20478;Conta Corrente;202202;8
2127421;6112720;20478;Conta Corrente;202206;38
1967515;6486963;22543;Cartões;202202;4
6557928;1697330;7749;Pagamentos;202206;14
2127421;6112720;20478;Pagamentos;202203;2
4742927;5156961;17086;Convênios;202206;4
6557928;1697330;7749;Pagamentos;202201;6
6617549;1939208;8044;Cartões;202205;2
6997175;5909861;19704;Conta Corrente;202203;2
1708260;1579878;6602;Convênios;202202;4
6997175;5909861;19704;Conta Corrente;202205;2
6322895;5224436;17396;Pagamentos;202204;2
4742927;5156961;17086;Conta Corrente;202203;4
1967515;6486963;22543;Convênios;202204;2
1574295;3428714;13404;Pagamentos;202205;12
6557928;1697330;7749;Convênios;202206;4
5461153;6164221;20729;Cartões;202202;2
6997175;5909861;19704;Conta Corrente;202206;2
6557928;1697330;7749;Pagamentos;202202;4
5537553;5075910;16748;Pagamentos;202205;2
5461153;6164221;20729;Pagamentos;202203;2
3588886;5013901;16730;Cartões;202204;2
1574295;3428714;13404;Crédito;202203;2
4742927;5156961;17086;Pagamentos;202202;4
6701693;2816591;12025;Convênios;202203;6
2127421;6112720;20478;Pagamentos;202204;4
5461153;6164221;20729;Cartões;202203;2
6322895;5224436;17396;Conta Corrente;202206;2
1708260;1579878;6602;Pagamentos;202204;10
5369128;4957069;16098;Pagamentos;202204;2
3588886;5013901;16730;Pagamentos;202201;2
5298727;2645515;10421;Convênios;202205;2
1574295;3428714;13404;PIX;202204;100
1574295;3428714;13404;PIX;202201;30
6322895;5224436;17396;PIX;202205;18
5235263;3824357;13838;PIX;202201;4
2731973;5582545;18457;PIX;202206;198
3997073;1578442;5070;PIX;202203;20
1708260;1579878;6602;PIX;202202;42
5944932;5181348;17183;PIX;202203;6
1572731;1552455;4251;PIX;202204;10
5488850;2457321;94;PIX;202206;4
4742927;5156961;17086;PIX;202204;50
5369128;4957069;16098;PIX;202204;24
1544623;4419772;15334;PIX;202203;4
2527964;3122443;12645;PIX;202204;4
6557928;1697330;7749;PIX;202203;8
4742927;5156961;17086;PIX;202201;22
5369128;4957069;16098;PIX;202203;8
4635903;6128529;20575;PIX;202205;6
3258075;2380711;10383;PIX;202206;30
1572731;1552455;4251;PIX;202201;4
5461153;6164221;20729;PIX;202205;4
6617549;1939208;8044;PIX;202203;38
6617549;1939208;8044;PIX;202202;46
6617549;1939208;8044;PIX;202201;18
6557928;1697330;7749;PIX;202201;18
6557928;1697330;7749;PIX;202205;20
5369128;4957069;16098;PIX;202205;24
6177844;1576705;3301;PIX;202206;52
6177844;1576705;3301;PIX;202202;20
6576084;3981268;14435;PIX;202205;8
3258075;2380711;10383;PIX;202202;22
5298727;2645515;10421;PIX;202202;50
5298727;2645515;10421;PIX;202203;58
3588886;5013901;16730;PIX;202206;12
6701693;2816591;12025;PIX;202205;216
5944932;5181348;17183;PIX;202204;14
2445930;2001104;6220;PIX;202201;22
2445930;2001104;6220;PIX;202203;48
5235263;3824357;13838;PIX;202203;4
6177844;1576705;3301;PIX;202204;8
3588886;5013901;16730;PIX;202203;20
4170503;2650292;11290;Pagamentos;202201;10
2034105;1578261;5355;Conta Corrente;202205;4
2737278;2254203;5444;Pagamentos;202201;8
2737278;2254203;5444;Convênios;202206;8
1572542;1479166;1945;Conta Corrente;202203;6
4170503;2650292;11290;Pagamentos;202203;4
2311411;4669350;15814;Convênios;202201;4
1466238;4825360;16225;Pagamentos;202202;2
4912500;3545914;13170;Pagamentos;202204;8
5088557;1631303;3760;Pagamentos;202204;48
3716833;1513820;2380;Conta Corrente;202204;4
5088557;1631303;3760;Convênios;202204;12
2737278;2254203;5444;Convênios;202201;2
4912500;3545914;13170;Conta Corrente;202205;2
1636269;6464324;21555;Convênios;202201;4
2737278;2254203;5444;Conta Corrente;202206;2
1466238;4825360;16225;Cartões;202202;2
1502941;6293721;21210;Conta Corrente;202205;2
6970386;5073847;16870;Convênios;202206;2
5088557;1631303;3760;Pagamentos;202206;36
6769622;1508814;1830;Conta Corrente;202203;12
5366835;6291771;21148;Conta Corrente;202201;2
4912500;3545914;13170;Conta Corrente;202202;4
2311411;4669350;15814;Convênios;202203;2
5366835;6291771;21148;Pagamentos;202203;2
1466238;4825360;16225;Convênios;202201;2
2034105;1578261;5355;Cartões;202206;4
2737278;2254203;5444;Conta Corrente;202203;2
2737278;2254203;5444;Pagamentos;202202;4
6970386;5073847;16870;Convênios;202203;4
1502941;6293721;21210;Pagamentos;202202;2
6970386;5073847;16870;Pagamentos;202204;4
5088557;1631303;3760;Convênios;202202;30
3716833;1513820;2380;Pagamentos;202201;2
4170503;2650292;11290;Convênios;202201;2
1497580;2385501;10685;Conta Corrente;202204;6
1636269;6464324;21555;Convênios;202204;4
6767430;4149851;14770;Pagamentos;202206;4
6769622;1508814;1830;Pagamentos;202205;12
2451122;1577524;6068;PIX;202205;10
1572542;1479166;1945;PIX;202206;44
5088557;1631303;3760;PIX;202202;24
3716833;1513820;2380;PIX;202201;2
1572542;1479166;1945;PIX;202204;24
3716833;1513820;2380;PIX;202206;2
2034105;1578261;5355;PIX;202203;4
6970386;5073847;16870;PIX;202206;2
2034105;1578261;5355;PIX;202204;16
2034105;1578261;5355;PIX;202205;36
4170503;2650292;11290;PIX;202202;38
6769622;1508814;1830;PIX;202203;4
1466238;4825360;16225;PIX;202203;34
5366835;6291771;21148;PIX;202204;10
1636269;6464324;21555;PIX;202201;16
1636269;6464324;21555;PIX;202205;14
2737278;2254203;5444;PIX;202203;90
4351466;1508990;779;PIX;202204;20
1571730;1898368;6904;PIX;202203;4
1571730;1898368;6904;PIX;202204;16
1636269;6464324;21555;PIX;202206;30
2311411;4669350;15814;PIX;202203;28
1497783;1578986;4936;PIX;202201;8
4226351;5301330;13234;Convênios;202205;8
2836863;1656514;6726;Conta Corrente;202204;2
4226351;5301330;13234;Pagamentos;202201;4
2839422;1520902;825;Conta Corrente;202201;2
1667059;2616053;9911;Pagamentos;202206;6
1558154;5013025;16675;Conta Corrente;202206;8
2839422;1520902;825;Convênios;202204;2
4226351;5301330;13234;Convênios;202202;4
4786385;2745752;11193;Convênios;202204;4
5108531;1519316;647;Conta Corrente;202202;6
5864935;6239747;21008;Pagamentos;202201;4
2839422;1520902;825;Convênios;202205;1
5716318;1659198;4545;Pagamentos;202205;4
5938394;1706573;7943;Conta Corrente;202204;4
2839422;1520902;825;Convênios;202206;1
1502256;2847357;12157;Pagamentos;202203;16
6706176;1922959;8010;Pagamentos;202202;4
5716318;1659198;4545;Pagamentos;202202;8
1567868;6549231;22861;Pagamentos;202204;2
2836863;1656514;6726;Conta Corrente;202201;2
2839422;1520902;825;Convênios;202203;1
5864935;6239747;21008;Conta Corrente;202203;2
1667059;2616053;9911;Pagamentos;202205;4
1510545;5381997;8230;Pagamentos;202202;4
4786385;2745752;11193;Cartões;202205;4
2699364;6426708;22098;Conta Corrente;202201;2
5121307;1469067;2143;Conta Corrente;202203;12
4226351;5301330;13234;Convênios;202206;16
6926023;5512337;18481;Conta Corrente;202202;6
2836863;1656514;6726;Crédito;202203;2
2699364;6426708;22098;Pagamentos;202206;14
6926023;5512337;18481;Conta Corrente;202201;7
1664136;1565032;4758;Pagamentos;202204;12
5108531;1519316;647;Convênios;202204;10
5108531;1519316;647;Conta Corrente;202201;4
1502256;2847357;12157;Convênios;202203;2
1664136;1565032;4758;Pagamentos;202206;8
1667059;2616053;9911;Pagamentos;202201;6
5938394;1706573;7943;Conta Corrente;202206;4
1502256;2847357;12157;Convênios;202202;2
1510545;5381997;8230;Pagamentos;202205;4
4226351;5301330;13234;Conta Corrente;202202;4
1542672;4555353;15644;PIX;202201;2
6926023;5512337;18481;PIX;202202;8
3965366;4854756;16314;PIX;202203;26
5121307;1469067;2143;PIX;202203;28
2699364;6426708;22098;PIX;202206;100
1508840;1513179;1724;PIX;202201;12
1558154;5013025;16675;PIX;202201;16
5108531;1519316;647;PIX;202201;172
5624859;1508807;1856;PIX;202201;8
1508840;1513179;1724;PIX;202203;4
5716318;1659198;4545;PIX;202201;20
5716318;1659198;4545;PIX;202203;6
5121307;1469067;2143;PIX;202202;28
5121307;1469067;2143;PIX;202201;24
1718288;1587850;7242;PIX;202206;2
1667059;2616053;9911;PIX;202201;8
1664136;1565032;4758;PIX;202204;12
1952376;1468730;2119;PIX;202201;8
2836863;1656514;6726;PIX;202202;6
5938394;1706573;7943;PIX;202205;24
4786385;2745752;11193;PIX;202204;48
2951394;1550592;4901;PIX;202203;9
5297776;5576804;18619;PIX;202204;40
1925467;1486721;175;PIX;202206;4
2839422;1520902;825;PIX;202202;4
1508840;1513179;1724;PIX;202205;8
5624859;1508807;1856;PIX;202205;6
2839422;1520902;825;PIX;202203;7
1508840;1513179;1724;PIX;202206;12
1508840;1513179;1724;PIX;202204;8
5624859;1508807;1856;PIX;202206;4
5938394;1706573;7943;PIX;202203;24
1718288;1587850;7242;PIX;202201;8
1582902;3795746;10677;PIX;202204;12
1952376;1468730;2119;PIX;202205;32
2699364;6426708;22098;Pagamentos;202203;8
2839422;1520902;825;Conta Corrente;202202;4
1510545;5381997;8230;Pagamentos;202201;6
5108531;1519316;647;Pagamentos;202201;8
2836863;1656514;6726;Conta Corrente;202203;2
1952376;1468730;2119;Convênios;202206;2
4786385;2745752;11193;Pagamentos;202201;4
2839422;1520902;825;Conta Corrente;202203;3
2699364;6426708;22098;Pagamentos;202204;2
5864935;6239747;21008;Pagamentos;202202;6
4786385;2745752;11193;Convênios;202205;8
1510545;5381997;8230;Pagamentos;202203;2
7070660;2743364;11673;Pagamentos;202202;2
1510545;5381997;8230;Cartões;202201;2
6926023;5512337;18481;Convênios;202202;2
1460264;2638217;10553;Pagamentos;202203;2
2699364;6426708;22098;Pagamentos;202201;2
1542672;4555353;15644;Conta Corrente;202204;2
2699364;6426708;22098;Pagamentos;202205;2
1542672;4555353;15644;Pagamentos;202202;6
7070660;2743364;11673;Pagamentos;202205;4
5938394;1706573;7943;Pagamentos;202203;4
2699364;6426708;22098;Convênios;202205;2
1502256;2847357;12157;Conta Corrente;202206;4
5108531;1519316;647;Pagamentos;202203;12
1502256;2847357;12157;Pagamentos;202201;4
5938394;1706573;7943;Investimentos;202206;20
7070660;2743364;11673;Pagamentos;202206;2
5121307;1469067;2143;Conta Corrente;202204;12
1502256;2847357;12157;Conta Corrente;202202;2
1510545;5381997;8230;Pagamentos;202206;6
5108531;1519316;647;Conta Corrente;202205;4
2839422;1520902;825;Conta Corrente;202204;2
5938394;1706573;7943;Pagamentos;202202;8
2951394;1550592;4901;Pagamentos;202206;1
1567868;6549231;22861;Convênios;202204;4
1667059;2616053;9911;Pagamentos;202204;8
1567868;6549231;22861;Pagamentos;202202;2
5121307;1469067;2143;Conta Corrente;202206;8
4786385;2745752;11193;Pagamentos;202203;8
4786385;2745752;11193;Pagamentos;202204;12
5108531;1519316;647;Conta Corrente;202204;2
1502256;2847357;12157;Conta Corrente;202201;2
7070660;2743364;11673;Convênios;202202;2
1667059;2616053;9911;PIX;202203;8
5121307;1469067;2143;PIX;202205;36
1567868;6549231;22861;PIX;202203;70
5716318;1659198;4545;PIX;202204;26
1541896;4033338;14486;PIX;202205;4
2951394;1550592;4901;PIX;202201;4
1558154;5013025;16675;PIX;202204;16
6706176;1922959;8010;PIX;202205;50
6706176;1922959;8010;PIX;202202;52
2951394;1550592;4901;PIX;202204;3
5297776;5576804;18619;PIX;202202;30
5297776;5576804;18619;PIX;202205;44
1925467;1486721;175;PIX;202205;40
5938394;1706573;7943;PIX;202204;16
1510545;5381997;8230;PIX;202203;14
2839422;1520902;825;PIX;202206;15
5938394;1706573;7943;PIX;202201;32
6926023;5512337;18481;PIX;202201;26
1667059;2616053;9911;PIX;202204;22
6926023;5512337;18481;PIX;202203;4
1952376;1468730;2119;PIX;202202;8
1664136;1565032;4758;PIX;202205;4
2836863;1656514;6726;PIX;202204;28
5864935;6239747;21008;PIX;202202;32
5864935;6239747;21008;PIX;202203;10
2699364;6426708;22098;PIX;202204;56
2699364;6426708;22098;PIX;202203;60
4786385;2745752;11193;PIX;202201;28
6706176;1922959;8010;PIX;202204;16
4786385;2745752;11193;PIX;202206;28
5938394;1706573;7943;PIX;202206;60
5624859;1508807;1856;PIX;202202;16
1460264;2638217;10553;PIX;202204;10
1542672;4555353;15644;PIX;202205;2
2836863;1656514;6726;PIX;202201;30
5108531;1519316;647;PIX;202206;214
1718288;1587850;7242;PIX;202203;6
1952376;1468730;2119;PIX;202203;22
5864935;6239747;21008;PIX;202205;32
5864935;6239747;21008;PIX;202204;10
1582902;3795746;10677;PIX;202205;14
7082599;4523998;15377;Pagamentos;202205;2
1459983;4415508;6599;Pagamentos;202204;12
2205454;2473892;10650;Convênios;202203;2
1540618;1468831;2097;Convênios;202201;12
6151588;1528022;1104;Convênios;202201;6
1491346;6314932;21369;Convênios;202204;1
2064661;2392755;10413;Cartões;202201;6
5623532;1548708;3441;Convênios;202204;4
6151588;1528022;1104;Convênios;202204;6
1540618;1468831;2097;Pagamentos;202201;4
1640687;3389905;13226;Convênios;202203;1
1640687;3389905;13226;Cartões;202202;1
3695718;5762313;17647;Crédito;202206;2
4751513;1516447;604;Convênios;202201;6
1497575;1975673;8869;Convênios;202203;8
3695718;5762313;17647;Convênios;202202;4
5623532;1548708;3441;Pagamentos;202206;16
4751513;1516447;604;Conta Corrente;202205;12
1573328;6330784;21431;Pagamentos;202203;2
1497575;1975673;8869;Convênios;202206;8
1474286;1547972;3204;Convênios;202201;6
7209402;4999919;16586;Pagamentos;202202;6
3695718;5762313;17647;Convênios;202203;2
5623532;1548708;3441;Cartões;202201;4
4751513;1516447;604;Convênios;202204;6
1474286;1547972;3204;Convênios;202203;4
6792007;1585941;3352;Conta Corrente;202204;4
5623532;1548708;3441;Pagamentos;202205;28
1459983;4415508;6599;Conta Corrente;202203;16
6151588;1528022;1104;Pagamentos;202203;4
1573328;6330784;21431;Pagamentos;202201;2
1474286;1547972;3204;Pagamentos;202203;2
1509351;1547375;3026;Convênios;202204;4
6151588;1528022;1104;Convênios;202206;4
1474286;1547972;3204;Pagamentos;202204;2
6813198;1741868;7846;Pagamentos;202204;8
2009627;3527109;13412;Crédito;202203;2
1518103;1635149;3506;Conta Corrente;202201;8
1459983;4415508;6599;Conta Corrente;202204;12
1509351;1547375;3026;Convênios;202206;2
1459983;4415508;6599;Pagamentos;202206;12
4631136;2157230;9598;Cartões;202203;2
1539148;5300211;17639;Pagamentos;202205;2
1459983;4415508;6599;Conta Corrente;202202;8
5347279;1519783;884;Cartões;202202;4
5347279;1519783;884;Pagamentos;202204;4
1491346;6314932;21369;Convênios;202203;1
4751513;1516447;604;Convênios;202203;6
1459983;4415508;6599;Conta Corrente;202205;4
1518103;1635149;3506;Investimentos;202204;4
1474286;1547972;3204;Pagamentos;202202;2
7209402;4999919;16586;Conta Corrente;202202;6
1505810;5086597;16632;Crédito;202201;2
7082599;4523998;15377;PIX;202206;60
6151588;1528022;1104;PIX;202202;18
2459066;6559335;22918;PIX;202203;10
3546963;5056641;16640;PIX;202203;8
2545205;2029223;9326;PIX;202206;70
4751513;1516447;604;PIX;202205;42
2545205;2029223;9326;PIX;202205;18
1509351;1547375;3026;PIX;202206;40
4751513;1516447;604;PIX;202206;48
4751513;1516447;604;PIX;202204;42
1539148;5300211;17639;PIX;202201;4
1497575;1975673;8869;PIX;202203;64
1497575;1975673;8869;PIX;202206;68
1539836;1549958;2909;PIX;202201;7
6794560;6666679;22942;PIX;202205;12
5347279;1519783;884;PIX;202201;24
4631136;2157230;9598;PIX;202206;4
2205454;2473892;10650;PIX;202204;40
7082599;4523998;15377;PIX;202205;36
6151588;1528022;1104;PIX;202206;22
